target,gene_id,study,condition,mean,error
CNGC2,NbL19g10480.1,main,wt_mock_7,43.41886666666667,10.12740038909843
CNGC2,NbL19g10480.1,main,wt_mock_10,49.71703333333333,5.652698862883504
CNGC2,NbL19g10480.1,main,wt_ag_2,18.0575,2.16112257172054
CNGC2,NbL19g10480.1,main,wt_ag_5,17.46516666666667,1.67530221983312
CNGC2,NbL19g10480.1,main,wt_ag_7,19.13043333333333,1.370143236226702
CNGC2,NbL19g10480.1,main,wt_ag_10,17.9087,1.125950453320809
CNGC2,NbL19g10480.1,main,p19o_ag_2,15.31,0.970344404494267
CNGC2,NbL19g10480.1,main,p19o_ag_5,16.28146666666667,2.128686767573953
CNGC2,NbL19g10480.1,main,p19o_ag_7,14.02596666666667,0.7527803604711739
CNGC2,NbL19g10480.1,main,p19o_ag_10,14.9118,1.276908243897475
MPK3-6,NbL02g04960.1,main,wt_mock_2,0.0887984,0.05785386709425741
MPK3-6,NbL02g04960.1,main,wt_mock_5,0.120486,0.09198866526371606
MPK3-6,NbL02g04960.1,main,wt_mock_7,0.09979033333333333,0.03534063521605751
MPK3-6,NbL02g04960.1,main,wt_mock_10,0.1506635,0.05580665825493704
MPK3-6,NbL02g04960.1,main,wt_ag_2,0.3407643333333333,0.03216188756034763
MPK3-6,NbL02g04960.1,main,wt_ag_5,1.473823333333333,0.1417266096319875
MPK3-6,NbL02g04960.1,main,wt_ag_7,1.789886666666667,0.4051511344479297
MPK3-6,NbL02g04960.1,main,wt_ag_10,2.861213333333334,0.5001130829566893
MPK3-6,NbL02g04960.1,main,p19o_ag_2,0.7416193333333334,0.2290777012349983
MPK3-6,NbL02g04960.1,main,p19o_ag_5,1.265050666666667,0.3661769697843441
MPK3-6,NbL02g04960.1,main,p19o_ag_7,1.827256666666667,0.272925080338502
MPK3-6,NbL02g04960.1,main,p19o_ag_10,2.269093333333334,0.5363975820953873
MPK3-6,NbL11g06180.1,main,wt_mock_2,13.66036666666667,0.7471057139239251
MPK3-6,NbL11g06180.1,main,wt_mock_5,17.176,0.9427218059074133
MPK3-6,NbL11g06180.1,main,wt_mock_7,20.83463333333333,2.368064475708191
MPK3-6,NbL11g06180.1,main,wt_mock_10,24.46403333333333,0.9109697256830831
MPK3-6,NbL11g06180.1,main,wt_ag_2,15.89093333333333,1.718203350725531
MPK3-6,NbL11g06180.1,main,wt_ag_5,22.12543333333333,1.359536844337479
MPK3-6,NbL11g06180.1,main,wt_ag_7,27.9452,1.645550822673066
MPK3-6,NbL11g06180.1,main,wt_ag_10,29.83716666666666,0.6765467865894016
MPK3-6,NbL11g06180.1,main,p19o_ag_2,18.69063333333333,1.394553985250402
MPK3-6,NbL11g06180.1,main,p19o_ag_5,23.52536666666667,1.705773963467741
MPK3-6,NbL11g06180.1,main,p19o_ag_7,27.3882,0.8227139660902807
MPK3-6,NbL11g06180.1,main,p19o_ag_10,31.68913333333333,1.175098748096422
MPK3-6,NbL12g02360.1,main,wt_mock_2,8.868696666666667,1.205042020710389
MPK3-6,NbL12g02360.1,main,wt_mock_5,11.72640666666667,1.85573423780933
MPK3-6,NbL12g02360.1,main,wt_mock_7,28.09606666666666,13.19544298666947
MPK3-6,NbL12g02360.1,main,wt_mock_10,13.8349,2.618768928968979
MPK3-6,NbL12g02360.1,main,wt_ag_2,60.00643333333334,11.12995000353151
MPK3-6,NbL12g02360.1,main,wt_ag_5,90.03113333333333,8.292786759253152
MPK3-6,NbL12g02360.1,main,wt_ag_7,129.154,15.46465926987508
MPK3-6,NbL12g02360.1,main,wt_ag_10,115.3333333333333,6.374563444747502
MPK3-6,NbL12g02360.1,main,p19o_ag_2,104.7465666666667,37.26810148882166
MPK3-6,NbL12g02360.1,main,p19o_ag_5,96.68163333333332,12.31604080868162
MPK3-6,NbL12g02360.1,main,p19o_ag_7,117.2792333333333,15.30564628128384
MPK3-6,NbL12g02360.1,main,p19o_ag_10,112.5615666666667,8.13107552466325
MPK3-6,NbL09g04280.1,main,wt_mock_2,19.71163333333334,0.4372573244415442
MPK3-6,NbL09g04280.1,main,wt_mock_5,25.5954,1.906584785246472
MPK3-6,NbL09g04280.1,main,wt_mock_7,32.38453333333334,3.718281628805316
MPK3-6,NbL09g04280.1,main,wt_mock_10,35.72923333333333,1.397889296204976
MPK3-6,NbL09g04280.1,main,wt_ag_2,21.5417,1.391357180357846
MPK3-6,NbL09g04280.1,main,wt_ag_5,30.30726666666667,1.035133294690969
MPK3-6,NbL09g04280.1,main,wt_ag_7,39.67006666666666,3.530642027230238
MPK3-6,NbL09g04280.1,main,wt_ag_10,44.5659,0.6891770841614885
MPK3-6,NbL09g04280.1,main,p19o_ag_2,22.86656666666667,1.998421265510465
MPK3-6,NbL09g04280.1,main,p19o_ag_5,32.9389,0.279237228893282
MPK3-6,NbL09g04280.1,main,p19o_ag_7,37.62563333333333,0.4413563425522651
MPK3-6,NbL09g04280.1,main,p19o_ag_10,48.21923333333334,1.012646240193376
MPK3-6,NbL19g13100.1,main,wt_mock_2,5.55583,0.864956365508303
MPK3-6,NbL19g13100.1,main,wt_mock_5,6.982633333333333,0.313817517321417
MPK3-6,NbL19g13100.1,main,wt_mock_7,8.60265,1.065995916330514
MPK3-6,NbL19g13100.1,main,wt_mock_10,11.03515,0.8995731779571914
MPK3-6,NbL19g13100.1,main,wt_ag_2,11.06804333333333,1.373256097095917
MPK3-6,NbL19g13100.1,main,wt_ag_5,15.5589,0.7481135029748714
MPK3-6,NbL19g13100.1,main,wt_ag_7,19.3958,1.727231861486272
MPK3-6,NbL19g13100.1,main,wt_ag_10,19.767,0.7965896831702833
MPK3-6,NbL19g13100.1,main,p19o_ag_2,11.42278333333333,1.059711360989921
MPK3-6,NbL19g13100.1,main,p19o_ag_5,17.1156,1.735563197735345
MPK3-6,NbL19g13100.1,main,p19o_ag_7,18.22063333333334,0.6392168133305359
MPK3-6,NbL19g13100.1,main,p19o_ag_10,20.0267,1.177612688167605
MPK3-6,NbL16g20410.1,main,wt_mock_2,13.2034,0.2435875681009468
MPK3-6,NbL16g20410.1,main,wt_mock_5,12.3104,0.2035979125629732
MPK3-6,NbL16g20410.1,main,wt_mock_7,16.22226666666667,0.09942703075343512
MPK3-6,NbL16g20410.1,main,wt_mock_10,17.59076666666667,1.308661159777852
MPK3-6,NbL16g20410.1,main,wt_ag_2,23.29076666666667,2.299043381012584
MPK3-6,NbL16g20410.1,main,wt_ag_5,27.40566666666667,0.8691737404633841
MPK3-6,NbL16g20410.1,main,wt_ag_7,33.62303333333333,2.182929555538714
MPK3-6,NbL16g20410.1,main,wt_ag_10,35.35033333333333,1.629218325182697
MPK3-6,NbL16g20410.1,main,p19o_ag_2,26.1752,2.935205097320003
MPK3-6,NbL16g20410.1,main,p19o_ag_5,31.71163333333334,1.603263528279463
MPK3-6,NbL16g20410.1,main,p19o_ag_7,32.25193333333333,0.3338461239020825
MPK3-6,NbL16g20410.1,main,p19o_ag_10,34.9578,1.768573259249764
MPK3-6,NbL19g13090.1,main,wt_mock_2,2.989016666666667,0.7219101157654216
MPK3-6,NbL19g13090.1,main,wt_mock_5,1.158471666666667,0.8809317804617135
MPK3-6,NbL19g13090.1,main,wt_mock_7,3.052606666666667,0.9134640223225969
MPK3-6,NbL19g13090.1,main,wt_mock_10,2.396596666666667,0.373294888318129
MPK3-6,NbL19g13090.1,main,wt_ag_2,4.00955,0.5999633535753108
MPK3-6,NbL19g13090.1,main,wt_ag_5,2.421893333333333,0.3102306836497283
MPK3-6,NbL19g13090.1,main,wt_ag_7,5.860016666666667,0.7786370492369628
MPK3-6,NbL19g13090.1,main,wt_ag_10,4.795126666666667,1.200808152597427
MPK3-6,NbL19g13090.1,main,p19o_ag_2,4.35857,1.7946976286086
MPK3-6,NbL19g13090.1,main,p19o_ag_5,5.990376666666667,1.632827613194703
MPK3-6,NbL19g13090.1,main,p19o_ag_7,4.786433333333334,0.3950064189492507
MPK3-6,NbL19g13090.1,main,p19o_ag_10,6.78281,1.555166279994951
WRKY,NbL17g03780.1,main,wt_mock_2,0.6663826666666667,0.3746493623684833
WRKY,NbL17g03780.1,main,wt_mock_5,0.5543933333333333,0.2478166286008893
WRKY,NbL17g03780.1,main,wt_mock_7,0.7058456666666667,0.2165247509349554
WRKY,NbL17g03780.1,main,wt_mock_10,2.69599,2.059679078214209
WRKY,NbL17g03780.1,main,wt_ag_2,19.55382,7.301869431983384
WRKY,NbL17g03780.1,main,wt_ag_5,79.98506666666667,6.996237599437125
WRKY,NbL17g03780.1,main,wt_ag_7,129.42,12.64603404233913
WRKY,NbL17g03780.1,main,wt_ag_10,156.825,9.030830877241216
WRKY,NbL17g03780.1,main,p19o_ag_2,41.34688333333333,20.74401241849347
WRKY,NbL17g03780.1,main,p19o_ag_5,104.1286666666667,22.24471641636379
WRKY,NbL17g03780.1,main,p19o_ag_7,150.7906666666667,16.99662066738889
WRKY,NbL17g03780.1,main,p19o_ag_10,132.2886666666667,15.13103249763361
ACIF1,NbL12g20360.1,main,wt_mock_2,2.22463,0.200670665851622
ACIF1,NbL12g20360.1,main,wt_mock_5,2.618036666666667,0.2360376652382224
ACIF1,NbL12g20360.1,main,wt_mock_7,3.429786666666667,0.2063260773899197
ACIF1,NbL12g20360.1,main,wt_mock_10,4.086163333333333,0.5754238898508743
ACIF1,NbL12g20360.1,main,wt_ag_2,4.512323333333334,0.9395984931578194
ACIF1,NbL12g20360.1,main,wt_ag_5,4.86038,0.5489827493039589
ACIF1,NbL12g20360.1,main,wt_ag_7,6.039996666666667,0.188139183968796
ACIF1,NbL12g20360.1,main,wt_ag_10,6.877953333333333,0.03907281251430181
ACIF1,NbL12g20360.1,main,p19o_ag_2,6.336133333333334,1.770732302912493
ACIF1,NbL12g20360.1,main,p19o_ag_5,5.503953333333333,0.1181929518955246
ACIF1,NbL12g20360.1,main,p19o_ag_7,6.500363333333333,0.4233110952295539
ACIF1,NbL12g20360.1,main,p19o_ag_10,5.627580000000001,0.3555373908606519
ACIF1,NbL02g06170.1,main,wt_mock_2,2.589436666666666,0.3446821284571885
ACIF1,NbL02g06170.1,main,wt_mock_5,3.03886,0.2926928094436212
ACIF1,NbL02g06170.1,main,wt_mock_7,4.427589999999999,0.5730340482030715
ACIF1,NbL02g06170.1,main,wt_mock_10,4.389043333333333,0.8097425875411136
ACIF1,NbL02g06170.1,main,wt_ag_2,5.510513333333333,0.8151464949388615
ACIF1,NbL02g06170.1,main,wt_ag_5,6.16649,0.2706828081599075
ACIF1,NbL02g06170.1,main,wt_ag_7,9.071653333333332,0.4146886776580449
ACIF1,NbL02g06170.1,main,wt_ag_10,8.673093333333332,0.4348516571710912
ACIF1,NbL02g06170.1,main,p19o_ag_2,8.10078,1.709658853728817
ACIF1,NbL02g06170.1,main,p19o_ag_5,7.40492,0.8043225272861627
ACIF1,NbL02g06170.1,main,p19o_ag_7,8.764266666666666,0.3195134147592417
ACIF1,NbL02g06170.1,main,p19o_ag_10,7.6208,0.5801322484859239
EDS1,NbL11g04240.1,main,wt_mock_2,4.761273333333333,0.2963572320884224
EDS1,NbL11g04240.1,main,wt_mock_5,5.5988,0.8572074039772017
EDS1,NbL11g04240.1,main,wt_mock_7,8.350743333333334,1.390262608482457
EDS1,NbL11g04240.1,main,wt_mock_10,7.947773333333333,0.6829311920521554
EDS1,NbL11g04240.1,main,wt_ag_2,24.227,5.646045214425167
EDS1,NbL11g04240.1,main,wt_ag_5,45.99916666666667,2.725320679805916
EDS1,NbL11g04240.1,main,wt_ag_7,68.80219999999998,1.432294456457891
EDS1,NbL11g04240.1,main,wt_ag_10,79.04366666666667,4.403674676272581
EDS1,NbL11g04240.1,main,p19o_ag_2,36.94213333333334,10.11899484638228
EDS1,NbL11g04240.1,main,p19o_ag_5,56.17856666666668,4.766393327710634
EDS1,NbL11g04240.1,main,p19o_ag_7,72.85496666666666,5.382170812455178
EDS1,NbL11g04240.1,main,p19o_ag_10,75.2207,4.138531320408244
NRC234,NbL13g08540.1,main,wt_mock_2,5.638643333333333,0.344617043800474
NRC234,NbL13g08540.1,main,wt_mock_5,7.814886666666666,0.9023160358088387
NRC234,NbL13g08540.1,main,wt_mock_7,10.13017333333333,1.811187254135929
NRC234,NbL13g08540.1,main,wt_mock_10,9.93707,1.06935039640896
NRC234,NbL13g08540.1,main,wt_ag_2,7.519479999999999,0.6065988106648416
NRC234,NbL13g08540.1,main,wt_ag_5,11.82473333333333,0.6558265785336178
NRC234,NbL13g08540.1,main,wt_ag_7,14.91256666666667,0.4556548559795868
NRC234,NbL13g08540.1,main,wt_ag_10,14.11716666666667,0.5064441539904585
NRC234,NbL13g08540.1,main,p19o_ag_2,8.82716,1.156558885890958
NRC234,NbL13g08540.1,main,p19o_ag_5,12.60853333333333,0.4101262461459615
NRC234,NbL13g08540.1,main,p19o_ag_7,13.0693,0.4659399997138406
NRC234,NbL13g08540.1,main,p19o_ag_10,13.89463333333333,0.4006951972648423
NRC234,NbL15g18490.1,main,wt_mock_2,5.36055,0.6547737524519444
NRC234,NbL15g18490.1,main,wt_mock_5,6.568806666666667,0.8453706710931274
NRC234,NbL15g18490.1,main,wt_mock_7,7.984696666666667,0.9295229407305903
NRC234,NbL15g18490.1,main,wt_mock_10,8.727973333333333,0.6484245466599111
NRC234,NbL15g18490.1,main,wt_ag_2,13.40877666666667,1.946502788732768
NRC234,NbL15g18490.1,main,wt_ag_5,19.4395,0.9507052767989317
NRC234,NbL15g18490.1,main,wt_ag_7,26.22303333333333,0.6544465354616659
NRC234,NbL15g18490.1,main,wt_ag_10,25.75356666666667,0.8308318408545596
NRC234,NbL15g18490.1,main,p19o_ag_2,16.12653333333333,2.707177845612987
NRC234,NbL15g18490.1,main,p19o_ag_5,23.56673333333333,2.190199699672256
NRC234,NbL15g18490.1,main,p19o_ag_7,27.33203333333333,1.506887454692987
NRC234,NbL15g18490.1,main,p19o_ag_10,26.90536666666667,1.114865935637306
NRC234,NbL16g09570.1,main,wt_mock_2,7.193246666666667,0.512136369350109
NRC234,NbL16g09570.1,main,wt_mock_5,10.89430666666667,0.8094913370204228
NRC234,NbL16g09570.1,main,wt_mock_7,13.67546666666667,1.500189811694211
NRC234,NbL16g09570.1,main,wt_mock_10,16.21053333333333,0.9400882322656984
NRC234,NbL16g09570.1,main,wt_ag_2,7.94276,0.8290989693235263
NRC234,NbL16g09570.1,main,wt_ag_5,12.84546666666667,0.3691881649120284
NRC234,NbL16g09570.1,main,wt_ag_7,16.04153333333333,0.8913386661520848
NRC234,NbL16g09570.1,main,wt_ag_10,17.61766666666666,0.5026366226653649
NRC234,NbL16g09570.1,main,p19o_ag_2,9.46647,1.024176816423805
NRC234,NbL16g09570.1,main,p19o_ag_5,14.47793333333333,0.5726230939961975
NRC234,NbL16g09570.1,main,p19o_ag_7,16.1553,0.6588168258324915
NRC234,NbL16g09570.1,main,p19o_ag_10,18.147,0.8638788244501273
NRC234,NbL16g08640.1,main,wt_mock_2,1.41133,0.1023747240940523
NRC234,NbL16g08640.1,main,wt_mock_5,1.384826666666666,0.1421213483064541
NRC234,NbL16g08640.1,main,wt_mock_7,2.105876666666667,0.2052528704901454
NRC234,NbL16g08640.1,main,wt_mock_10,2.40809,0.1012906028875992
NRC234,NbL16g08640.1,main,wt_ag_2,3.532096666666666,0.3635317456258502
NRC234,NbL16g08640.1,main,wt_ag_5,4.915363333333333,0.316782826046138
NRC234,NbL16g08640.1,main,wt_ag_7,5.509076666666666,0.2295606866991336
NRC234,NbL16g08640.1,main,wt_ag_10,4.836773333333333,0.1766756479478079
NRC234,NbL16g08640.1,main,p19o_ag_2,5.12439,1.423276559995749
NRC234,NbL16g08640.1,main,p19o_ag_5,6.44704,1.152786087803515
NRC234,NbL16g08640.1,main,p19o_ag_7,7.37445,0.7068676199496857
NRC234,NbL16g08640.1,main,p19o_ag_10,5.764873333333334,0.02424621230442205
NRC234,NbL05g20150.1,main,wt_mock_2,6.553346666666666,0.4839114339192432
NRC234,NbL05g20150.1,main,wt_mock_5,8.11834,0.4919709760070539
NRC234,NbL05g20150.1,main,wt_mock_7,9.877126666666667,0.7111239878139709
NRC234,NbL05g20150.1,main,wt_mock_10,10.06432333333333,0.6885758299159539
NRC234,NbL05g20150.1,main,wt_ag_2,8.749266666666665,0.127563721897899
NRC234,NbL05g20150.1,main,wt_ag_5,13.45353333333333,0.4725405990788278
NRC234,NbL05g20150.1,main,wt_ag_7,14.25833333333333,0.9597662655274171
NRC234,NbL05g20150.1,main,wt_ag_10,13.69516666666667,0.4886426995032034
NRC234,NbL05g20150.1,main,p19o_ag_2,9.97668,0.697437099768383
NRC234,NbL05g20150.1,main,p19o_ag_5,15.3087,1.049391830220407
NRC234,NbL05g20150.1,main,p19o_ag_7,15.44453333333333,0.6228070496639483
NRC234,NbL05g20150.1,main,p19o_ag_10,14.32256666666667,0.3206895920425926
SAG101,NbL12g07280.1,main,wt_mock_2,2.768073333333334,0.330074843751804
SAG101,NbL12g07280.1,main,wt_mock_5,3.363423333333333,0.6591557767410609
SAG101,NbL12g07280.1,main,wt_mock_7,4.523806666666666,0.7123271114296983
SAG101,NbL12g07280.1,main,wt_mock_10,4.806636666666667,0.3868473329507534
SAG101,NbL12g07280.1,main,wt_ag_2,12.79649333333333,2.810887520821691
SAG101,NbL12g07280.1,main,wt_ag_5,15.4299,1.358322358646871
SAG101,NbL12g07280.1,main,wt_ag_7,19.45326666666666,2.239692118970323
SAG101,NbL12g07280.1,main,wt_ag_10,18.61186666666667,1.402204937866708
SAG101,NbL12g07280.1,main,p19o_ag_2,19.4352,4.280828454088453
SAG101,NbL12g07280.1,main,p19o_ag_5,18.1808,1.079356369941519
SAG101,NbL12g07280.1,main,p19o_ag_7,19.73216666666666,1.557626024150569
SAG101,NbL12g07280.1,main,p19o_ag_10,18.55723333333333,0.125174988627033
SAG101,NbL02g11930.1,main,wt_mock_2,2.842833333333333,0.2087215548949791
SAG101,NbL02g11930.1,main,wt_mock_5,3.040106666666667,0.4181460570316444
SAG101,NbL02g11930.1,main,wt_mock_7,4.16171,0.5890306532204698
SAG101,NbL02g11930.1,main,wt_mock_10,4.060693333333334,0.2733890970962654
SAG101,NbL02g11930.1,main,wt_ag_2,3.830236666666667,0.8505273797735405
SAG101,NbL02g11930.1,main,wt_ag_5,5.828523333333334,0.9920339863185693
SAG101,NbL02g11930.1,main,wt_ag_7,8.072756666666667,0.8184577918730922
SAG101,NbL02g11930.1,main,wt_ag_10,7.281636666666667,0.4580404628899554
SAG101,NbL02g11930.1,main,p19o_ag_2,4.121026666666666,0.446778165101106
SAG101,NbL02g11930.1,main,p19o_ag_5,5.511276666666667,0.7570103582367798
SAG101,NbL02g11930.1,main,p19o_ag_7,6.845856666666666,0.811320830422699
SAG101,NbL02g11930.1,main,p19o_ag_10,7.39669,0.6165413191614442
COI1,NbL15g12290.1,main,wt_mock_2,11.3524,0.7408880504727642
COI1,NbL15g12290.1,main,wt_mock_5,14.65583333333333,0.4345835797378658
COI1,NbL15g12290.1,main,wt_mock_7,16.25433333333333,2.325554246721509
COI1,NbL15g12290.1,main,wt_mock_10,20.0325,0.7307075748888889
COI1,NbL15g12290.1,main,wt_ag_2,11.47348,1.017366568024197
COI1,NbL15g12290.1,main,wt_ag_5,15.1373,1.057926010330275
COI1,NbL15g12290.1,main,wt_ag_7,17.53636666666667,0.6198303002525056
COI1,NbL15g12290.1,main,wt_ag_10,17.7308,0.4098087643442165
COI1,NbL15g12290.1,main,p19o_ag_2,11.65476666666667,0.4780179715357058
COI1,NbL15g12290.1,main,p19o_ag_5,16.55656666666667,0.2849450960760294
COI1,NbL15g12290.1,main,p19o_ag_7,16.30886666666667,0.7230712489866477
COI1,NbL15g12290.1,main,p19o_ag_10,17.726,0.9037922401378171
COI1,NbL10g11810.1,main,wt_mock_2,11.68028666666667,1.363663784385449
COI1,NbL10g11810.1,main,wt_mock_5,14.7962,0.8073712921161692
COI1,NbL10g11810.1,main,wt_mock_7,15.97013333333333,1.240211689367764
COI1,NbL10g11810.1,main,wt_mock_10,17.78976666666667,1.137790581687939
COI1,NbL10g11810.1,main,wt_ag_2,10.28856333333333,1.188647831926869
COI1,NbL10g11810.1,main,wt_ag_5,13.115,0.3396451432500298
COI1,NbL10g11810.1,main,wt_ag_7,15.12083333333333,0.3633567683573696
COI1,NbL10g11810.1,main,wt_ag_10,13.23563333333333,0.595997629562773
COI1,NbL10g11810.1,main,p19o_ag_2,11.02103333333333,0.03747360552590431
COI1,NbL10g11810.1,main,p19o_ag_5,13.76493333333333,0.1231147477401108
COI1,NbL10g11810.1,main,p19o_ag_7,14.45313333333333,0.4526105033887058
COI1,NbL10g11810.1,main,p19o_ag_10,13.20526666666667,0.3801258227365134
EDS5,NbL09g23040.1,main,wt_mock_2,28.57233333333333,2.077007900268503
EDS5,NbL09g23040.1,main,wt_mock_5,37.08513333333334,3.011509243072502
EDS5,NbL09g23040.1,main,wt_mock_7,43.50476666666666,7.150022908432608
EDS5,NbL09g23040.1,main,wt_mock_10,50.85353333333333,5.883036536045348
EDS5,NbL09g23040.1,main,wt_ag_2,32.64783333333333,3.05681166704424
EDS5,NbL09g23040.1,main,wt_ag_5,42.6874,3.401286266007806
EDS5,NbL09g23040.1,main,wt_ag_7,46.01606666666667,3.821292822389361
EDS5,NbL09g23040.1,main,wt_ag_10,51.72526666666667,3.320769188171786
EDS5,NbL09g23040.1,main,p19o_ag_2,34.79796666666667,2.775181849497033
EDS5,NbL09g23040.1,main,p19o_ag_5,38.83066666666667,4.061948316318715
EDS5,NbL09g23040.1,main,p19o_ag_7,38.13846666666667,1.356795068452779
EDS5,NbL09g23040.1,main,p19o_ag_10,41.74643333333334,1.515986290981699
EIN2,NbL05g03910.1,main,wt_mock_2,13.5016,1.243035386999635
EIN2,NbL05g03910.1,main,wt_mock_5,15.79373333333334,0.7016441769950861
EIN2,NbL05g03910.1,main,wt_mock_7,18.23763333333333,1.611818176608157
EIN2,NbL05g03910.1,main,wt_mock_10,20.6545,1.817064870425195
EIN2,NbL05g03910.1,main,wt_ag_2,16.03136666666667,2.365535140536092
EIN2,NbL05g03910.1,main,wt_ag_5,22.58533333333333,1.19584597716893
EIN2,NbL05g03910.1,main,wt_ag_7,29.08656666666667,1.000269059359086
EIN2,NbL05g03910.1,main,wt_ag_10,30.11229999999999,1.329795098251355
EIN2,NbL05g03910.1,main,p19o_ag_2,17.7543,2.261826806661671
EIN2,NbL05g03910.1,main,p19o_ag_5,22.86196666666666,1.510923097903324
EIN2,NbL05g03910.1,main,p19o_ag_7,28.19573333333333,3.155495763654967
EIN2,NbL05g03910.1,main,p19o_ag_10,26.38383333333333,1.364505791282853
EIN3,NbL07g03540.1,main,wt_mock_2,17.37796666666667,2.505101760629918
EIN3,NbL07g03540.1,main,wt_mock_5,26.44756666666667,4.286695352807075
EIN3,NbL07g03540.1,main,wt_mock_7,38.23843333333334,6.712802885117694
EIN3,NbL07g03540.1,main,wt_mock_10,49.3259,11.18920136619828
EIN3,NbL07g03540.1,main,wt_ag_2,14.43386666666667,2.080467749756717
EIN3,NbL07g03540.1,main,wt_ag_5,23.07903333333333,2.479153437051536
EIN3,NbL07g03540.1,main,wt_ag_7,29.49856666666667,3.760685871102651
EIN3,NbL07g03540.1,main,wt_ag_10,37.40813333333333,3.456888598307893
EIN3,NbL07g03540.1,main,p19o_ag_2,15.30576666666667,0.8677373188035908
EIN3,NbL07g03540.1,main,p19o_ag_5,24.09826666666667,1.868518151132365
EIN3,NbL07g03540.1,main,p19o_ag_7,32.19856666666666,2.143479806555478
EIN3,NbL07g03540.1,main,p19o_ag_10,32.64523333333333,3.005863133019274
EIN3,NbL17g06220.1,main,wt_mock_2,22.6911,3.528438468123447
EIN3,NbL17g06220.1,main,wt_mock_5,30.86433333333333,5.773208094388346
EIN3,NbL17g06220.1,main,wt_mock_7,46.386,5.735610075949491
EIN3,NbL17g06220.1,main,wt_mock_10,60.53153333333333,14.76070868424383
EIN3,NbL17g06220.1,main,wt_ag_2,19.13413333333333,2.135915900601999
EIN3,NbL17g06220.1,main,wt_ag_5,28.79126666666667,3.063590996055302
EIN3,NbL17g06220.1,main,wt_ag_7,37.58816666666667,5.896014308082292
EIN3,NbL17g06220.1,main,wt_ag_10,46.88576666666666,2.931745596246564
EIN3,NbL17g06220.1,main,p19o_ag_2,22.1908,1.953980432348287
EIN3,NbL17g06220.1,main,p19o_ag_5,30.08516666666667,2.449102747493003
EIN3,NbL17g06220.1,main,p19o_ag_7,39.19316666666666,5.721246283906254
EIN3,NbL17g06220.1,main,p19o_ag_10,39.0894,4.650695420400409
ETR1,NbL03g04220.1,main,wt_mock_2,11.33863333333333,0.681222534206783
ETR1,NbL03g04220.1,main,wt_mock_5,15.70413333333333,1.080745608878941
ETR1,NbL03g04220.1,main,wt_mock_7,21.55016666666667,3.927917786959282
ETR1,NbL03g04220.1,main,wt_mock_10,25.54313333333333,3.890459083592978
ETR1,NbL03g04220.1,main,wt_ag_2,12.22080333333333,1.778851867641348
ETR1,NbL03g04220.1,main,wt_ag_5,17.92403333333333,0.7435236677096728
ETR1,NbL03g04220.1,main,wt_ag_7,22.6682,0.2942685394895856
ETR1,NbL03g04220.1,main,wt_ag_10,24.24966666666667,0.3271017901374292
ETR1,NbL03g04220.1,main,p19o_ag_2,14.67096666666667,3.032213605235914
ETR1,NbL03g04220.1,main,p19o_ag_5,20.8689,0.2931442705108412
ETR1,NbL03g04220.1,main,p19o_ag_7,23.62046666666667,1.367618525434308
ETR1,NbL03g04220.1,main,p19o_ag_10,24.87533333333333,0.3442345921670933
ETR1,NbL05g10790.1,main,wt_mock_2,3.50026,0.1446248845577183
ETR1,NbL05g10790.1,main,wt_mock_5,3.980026666666666,0.2746303167492215
ETR1,NbL05g10790.1,main,wt_mock_7,5.880916666666667,0.9221491224549554
ETR1,NbL05g10790.1,main,wt_mock_10,5.960053333333334,0.4551796767700031
ETR1,NbL05g10790.1,main,wt_ag_2,4.20366,0.791431887719973
ETR1,NbL05g10790.1,main,wt_ag_5,6.403626666666667,0.5652456241709832
ETR1,NbL05g10790.1,main,wt_ag_7,8.366816666666667,0.2637095849814927
ETR1,NbL05g10790.1,main,wt_ag_10,9.347213333333334,0.08828336221760288
ETR1,NbL05g10790.1,main,p19o_ag_2,5.410743333333333,0.6335475047259238
ETR1,NbL05g10790.1,main,p19o_ag_5,7.623473333333332,0.5682964133071559
ETR1,NbL05g10790.1,main,p19o_ag_7,8.714466666666667,0.1303210259747486
ETR1,NbL05g10790.1,main,p19o_ag_10,8.59145,0.296320264972434
ICS,NbL09g06190.1,main,wt_mock_2,11.09558333333333,2.277555671901592
ICS,NbL09g06190.1,main,wt_mock_5,10.59298,1.23520237197527
ICS,NbL09g06190.1,main,wt_mock_7,7.750333333333333,2.548065594552944
ICS,NbL09g06190.1,main,wt_mock_10,5.701309999999999,1.22840227028174
ICS,NbL09g06190.1,main,wt_ag_2,9.343476666666666,1.041600254901616
ICS,NbL09g06190.1,main,wt_ag_5,8.448086666666667,0.1478294090422395
ICS,NbL09g06190.1,main,wt_ag_7,4.524836666666666,0.7349151052181321
ICS,NbL09g06190.1,main,wt_ag_10,2.374643333333333,0.1126017177686221
ICS,NbL09g06190.1,main,p19o_ag_2,7.821576666666668,0.9905973853578347
ICS,NbL09g06190.1,main,p19o_ag_5,7.217816666666667,0.4964354483828799
ICS,NbL09g06190.1,main,p19o_ag_7,4.559016666666667,0.149837092129345
ICS,NbL09g06190.1,main,p19o_ag_10,2.827783333333333,0.1194198107983391
ICS,NbL11g04020.1,main,wt_mock_2,7.530213333333332,1.058239570707461
ICS,NbL11g04020.1,main,wt_mock_5,6.76783,0.2989264888452232
ICS,NbL11g04020.1,main,wt_mock_7,5.426313333333333,1.401939696709923
