target,gene_id,study,condition,mean,error
ETR1,NbL05g10790.1,main,wt_ag_10,235.2669661102593,5.75995782138711
ETR1,NbL05g10790.1,main,p19o_ag_2,188.6281675429506,11.62360859147717
ETR1,NbL05g10790.1,main,p19o_ag_5,212.4046817042504,17.81380323424349
ETR1,NbL05g10790.1,main,p19o_ag_7,227.0410487690126,3.541203795126848
ETR1,NbL05g10790.1,main,p19o_ag_10,211.9257430619267,3.712967118981385
ICS,NbL09g06190.1,main,wt_mock_2,379.0121266608637,63.68764865166028
ICS,NbL09g06190.1,main,wt_mock_5,326.5944182295102,45.58653304737229
ICS,NbL09g06190.1,main,wt_mock_7,217.3785627806768,80.30185012500462
ICS,NbL09g06190.1,main,wt_mock_10,131.9969737996267,34.40009691579657
ICS,NbL09g06190.1,main,wt_ag_2,267.2231004835751,44.7030637415281
ICS,NbL09g06190.1,main,wt_ag_5,197.6728420371165,12.02195703435755
ICS,NbL09g06190.1,main,wt_ag_7,92.77608932431764,17.817669753617
ICS,NbL09g06190.1,main,wt_ag_10,46.05211301176988,2.367396207854317
ICS,NbL09g06190.1,main,p19o_ag_2,215.4616678709158,35.77800138828056
ICS,NbL09g06190.1,main,p19o_ag_5,154.6235135094347,7.79452541812365
ICS,NbL09g06190.1,main,p19o_ag_7,91.95312357265122,4.536182405311805
ICS,NbL09g06190.1,main,p19o_ag_10,53.74092000721055,1.397098141077465
ICS,NbL11g04020.1,main,wt_mock_2,267.8680292747335,26.53830716779928
ICS,NbL11g04020.1,main,wt_mock_5,214.0100722588111,12.23049457784349
ICS,NbL11g04020.1,main,wt_mock_7,154.9584619551755,47.10995658195256
ICS,NbL11g04020.1,main,wt_mock_10,102.470100388168,20.10587904190414
ICS,NbL11g04020.1,main,wt_ag_2,311.297678482687,11.54846030159757
ICS,NbL11g04020.1,main,wt_ag_5,309.7755708829004,25.63258149122776
ICS,NbL11g04020.1,main,wt_ag_7,196.6358125285138,21.5976633481712
ICS,NbL11g04020.1,main,wt_ag_10,150.753217262002,22.10399706502145
ICS,NbL11g04020.1,main,p19o_ag_2,312.1402799338184,28.17839626790744
ICS,NbL11g04020.1,main,p19o_ag_5,282.6356317710434,17.67473282361079
ICS,NbL11g04020.1,main,p19o_ag_7,209.7985841685137,7.248148863987438
ICS,NbL11g04020.1,main,p19o_ag_10,128.8713347186207,13.13518923757652
